CITY,STATE,Households; Estimate; Total,Families; Estimate; Total,Married-couple families; Estimate; Total,Nonfamily households; Estimate; Total,Households; Estimate; Median income (dollars),Families; Estimate; Median income (dollars),Married-couple families; Estimate; Median income (dollars),Nonfamily households; Estimate; Median income (dollars),Households; Estimate; Mean income (dollars),Families; Estimate; Mean income (dollars),Married-couple families; Estimate; Mean income (dollars),Nonfamily households; Estimate; Mean income (dollars),"Households; Estimate; Less than $10,000","Families; Estimate; Less than $10,000","Married-couple families; Estimate; Less than $10,000","Nonfamily households; Estimate; Less than $10,000","Households; Estimate; $10,000 to $14,999","Families; Estimate; $10,000 to $14,999","Married-couple families; Estimate; $10,000 to $14,999","Nonfamily households; Estimate; $10,000 to $14,999","Households; Estimate; $15,000 to $24,999","Families; Estimate; $15,000 to $24,999","Married-couple families; Estimate; $15,000 to $24,999","Nonfamily households; Estimate; $15,000 to $24,999","Households; Estimate; $25,000 to $34,999","Families; Estimate; $25,000 to $34,999","Married-couple families; Estimate; $25,000 to $34,999","Nonfamily households; Estimate; $25,000 to $34,999","Households; Estimate; $35,000 to $49,999","Families; Estimate; $35,000 to $49,999","Married-couple families; Estimate; $35,000 to $49,999","Nonfamily households; Estimate; $35,000 to $49,999","Households; Estimate; $50,000 to $74,999","Families; Estimate; $50,000 to $74,999","Married-couple families; Estimate; $50,000 to $74,999","Nonfamily households; Estimate; $50,000 to $74,999","Households; Estimate; $75,000 to $99,999","Families; Estimate; $75,000 to $99,999","Married-couple families; Estimate; $75,000 to $99,999","Nonfamily households; Estimate; $75,000 to $99,999","Households; Estimate; $100,000 to $149,999","Families; Estimate; $100,000 to $149,999","Married-couple families; Estimate; $100,000 to $149,999","Nonfamily households; Estimate; $100,000 to $149,999","Households; Estimate; $150,000 to $199,999","Families; Estimate; $150,000 to $199,999","Married-couple families; Estimate; $150,000 to $199,999","Nonfamily households; Estimate; $150,000 to $199,999","Households; Estimate; $200,000 or more","Families; Estimate; $200,000 or more","Married-couple families; Estimate; $200,000 or more","Nonfamily households; Estimate; $200,000 or more",FAMILY_COST_OF_LIVING
Miami city,Florida,161605,88199,49359,73406,31642,36092,47502,22923,56325,63771,82244,45282,0.163,0.087,0.038,0.268,0.087,0.069,0.048,0.112,0.159,0.184,0.16,0.14,0.126,0.146,0.132,0.101,0.129,0.144,0.138,0.105,0.13,0.135,0.155,0.115,0.068,0.076,0.095,0.055,0.071,0.078,0.108,0.057,0.025,0.028,0.043,0.019,0.042,0.054,0.084,0.027,45000
